sentence_en,sentence_es_googletranslate,label
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .","Nordea Bank (STO: NDA), con sede en Estocolmo, anunció ayer que contrató a Casper von Koskull para dirigir su unidad de banca comercial corporativa y mercados de capitales, a partir del 1 de septiembre.",1
Strategic and operational business information is objectively reported .,La información empresarial estratégica y operativa se reporta de manera objetiva.,1
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",Stonesoft es un proveedor global de soluciones probadas y de última generación que simplifican la gestión de la seguridad de la red.,1
Symphony Services provides development services for Aldata GOLD .,Symphony Services proporciona servicios de desarrollo para Aldata GOLD.,1
Technopolis is Europe 's leading operator of technoparks .,Technopolis es el operador líder de tecnoparques de Europa.,2
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .","Las empresas que cotizan en Suecia, Finlandia y Dinamarca están organizadas en tres segmentos de capitalización de mercado: Nordic Large Cap, Mid Cap y Small Cap.",1
Technopolis 's technological centers supply their clients with modern high-class premises .,Los centros tecnológicos de Technopolis ofrecen a sus clientes instalaciones modernas y de alto nivel.,1
The adjustment measures will be carried out in phases to secure the delivery capability .,Las medidas de ajuste se llevarán a cabo por fases para asegurar la capacidad de entrega.,1
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .","Tekla proporciona software 3D para ingeniería de construcción e infraestructura, con un enfoque en el modelado de información de construcción de estructuras de acero y hormigón desde el diseño hasta la construcción.",1
The agreement is valid for four years .,El acuerdo tiene una duración de cuatro años.,1
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,La disponibilidad de los servicios de Internet se destaca en la oferta de servicios de las tiendas K-Group de Kesko.,1
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","La solución de TV híbrida de Teleste incluye componentes para todo el proceso de entrega de servicios de video a los consumidores, desde la adquisición de contenido y la creación del servicio hasta la entrega a través de una gama de soluciones de acceso, incluyendo HFC (fibra híbrida-coaxial), xDSL, EttH y FttH.",1
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .","La alianza tiene como objetivo aprovechar los ordenadores portátiles de bolsillo, netbooks, tabletas, teléfonos multimedia, televisores conectados y sistemas de información y entretenimiento en vehículos.",1
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .","El complejo de edificios consta de oficinas y locales comerciales de alta calidad que suman un total de 49.200 metros cuadrados, dijo la compañía.",1
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .","El bróker comenzó con recomendaciones de ""peso igual"" a UPM-Kymmene, Stora Enso y Sappi, y con calificaciones de ""peso inferior al normal"" a Holmen y Norske Skog.",1
The business section also includes Ahlstrom 's sustainability report .,La sección de negocios también incluye el informe de sostenibilidad de Ahlstrom.,1
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .","El centro ofrece una amplia gama de servicios de diseño de dispositivos que abarcan desde electrónica, mecánica y diseño de software hasta una gama completa de servicios de laboratorio de pruebas.",1
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .","La empresa tiene ventas de aproximadamente 35 millones de euros (44 millones de dólares) y ha sido responsable de las ventas y el marketing del negocio de productos químicos para papel de Lanxess, que Kemira compró por 88 millones de euros a principios de este año (CW, 11 de enero, pág. 22).",1
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,La Comisión afirmó que el mercado de peróxido de hidrógeno y PBS alcanzó un valor de aproximadamente 470 millones de euros en el año 2000.,1
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .","La empresa diseña y fabrica ropa de alta calidad, textiles para la decoración de interiores, bolsos y otros accesorios.",1
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .","La empresa diseña, fabrica y comercializa prendas de vestir de alta calidad, textiles de decoración de interiores, bolsos y otros accesorios.",1
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",La empresa ha proporcionado la infraestructura técnica que NAV utiliza para sus iniciativas de inteligencia empresarial y de almacenamiento de datos.,1
The company is presently examining whether the project would be financially feasible .,La empresa está estudiando actualmente si el proyecto sería financieramente viable.,1
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .","La compañía retira ahora la segunda parte, 7,2 millones de euros, del compromiso de inversión.",1
The company 's strength is its Apetit brand .,La fortaleza de la empresa es su marca Apetit.,2
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,La empresa está estudiando la viabilidad de concentrar la mayor parte de su producción de carne procesada en las instalaciones de Vantaa y el procesamiento de carne fresca en las instalaciones de Forssa.,1
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,La compañía dijo que los accionistas podrán votar sobre el acuerdo en una junta general extraordinaria programada para finales de este mes.,1
The company specialises in temporary electrification and heating at construction sites .,La empresa está especializada en electrificación y calefacción temporal en obras de construcción.,1
"The competition was received with great enthusiasm by the employees , he goes on .","El concurso fue recibido con gran entusiasmo por los empleados, continúa.",2
The deliveries started in April 2006 and will be completed in 2007 .,Las entregas comenzaron en abril de 2006 y finalizarán en 2007.,1
The desk will reach its full planned strength of ten persons in autumn 2007 .,El equipo alcanzará su dotación máxima prevista de diez personas en otoño de 2007.,1
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .","La cooperación implicará que Arena Partners compre una participación del 35 % de la nueva empresa conjunta, que operará en los negocios de mercado de ventas de viviendas, vehículos y publicidad para el consumidor de Alma Media.",1
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",El dividendo se pagará el 1 de febrero de 2010 a los accionistas registrados el 19 de enero de 2010.,1
The effect of the savings will be noticeable as of the beginning of 2010 .,El efecto del ahorro se notará a partir de principios de 2010.,2
The effect of the savings will be noticeable from the beginning of 2010 .,El efecto del ahorro se notará desde principios de 2010.,1
"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",El dividendo se pagará el 15 de abril de 2008 a cada uno de los accionistas que en la fecha de registro del 8 de abril de 2008 estén inscritos en la lista de accionistas que lleva el Depósito Central de Valores de Finlandia Ltd.,1
"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .","La entrega de extremo a extremo combina las competencias y servicios de las áreas de negocio Telecom & Media, Processing & Network y Digital Innovations de TietoEnators.",1
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"Para el tercer trimestre se han registrado gastos no recurrentes por valor de 0,7 millones de euros.",1
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,Está previsto que la Junta General Extraordinaria se celebre a más tardar el 18 de febrero de 2011.,1
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,"El evento se podrá seguir en línea a través de la página web finlandesa de Orion en www.orion.fi, así como a través del servicio web Kauppalehti Live en www.kauppalehti.fi/live.",1
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .","La primera entrega de la serie de cine concluye con un perfil del inventor finlandés Olavi Linden, cuyo recorrido artístico personal y su trabajo en Fiskars le han valido decenas de premios de diseño.",1
The first of the two project phases is expected to be completed by the end of 2012 .,Se espera que la primera de las dos fases del proyecto concluya a finales de 2012.,1
"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .","El grupo también planea lanzar en 2009 el Atria Grand, Whitefield, un hotel de lujo de cinco estrellas de 270 habitaciones.",1
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .","El grupo pretende trasladar sus almacenes y oficinas de Loudeac y Saint Marcel a Morvillars, al este del país, donde ya opera una unidad de fabricación y distribución de ganchos.",1
"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .","El teléfono también cuenta con una barra multimedia para acceder rápidamente a sus medios y aplicaciones favoritos, incluyendo música, fotos, YouTube u Ovi Share.",1
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .","Target, con sede en Hayward, California, diseña calzado deportivo, informal y de vestir, así como botas y sandalias.",1
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","El Grupo posee y opera una flota de más de 800 dwt, mientras que la capacidad de contenedores es de 17.000 TEU, y administra una flota diversificada de su propio material rodante ferroviario de más de 17.000 unidades.",1
"The important thing now is to keep the bank 's existing 15,000 customers .",Lo importante ahora es mantener los 15.000 clientes actuales del banco.,1
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,El intercambio de editores en jefe es parte del objetivo del editor de mejorar la circulación de trabajos en todos los grupos de personal.,1
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .","El edificio Innova 2 estará situado cerca del centro de la ciudad, en las inmediaciones de Paviljonki y del centro de viajes, y a poca distancia del corazón de la ciudad gracias al puente ferial.",1
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,La empresa conjunta está planeando un calendario rápido para negociar el arrendamiento de las áreas potenciales para parques eólicos y para trazar la viabilidad de los mismos.,1
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,Está previsto que la inversión en Kyroskoski finalice a finales de 2011 y la inversión en +ä+ñnekoski en la primavera de 2012.,1
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","El Grupo Lemminkainen, con sede en Helsinki, Finlandia, opera en todos los sectores de la industria de la construcción: ingeniería civil, contratación de edificios, servicios técnicos de construcción y la industria de materiales de construcción.",1
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","El Grupo Lemminkainen, con sede en Helsinki, Finlandia, opera en todos los sectores de la industria de la construcción: ingeniería civil, contratación de edificios, servicios técnicos de construcción e industria de materiales de construcción.",1
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","Los mercados de exportación más interesantes serán Rusia, los países bálticos y Escandinavia.",1
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .","Los servicios de datos móviles más populares son el correo electrónico, la navegación por Internet, así como los servicios de noticias y del tiempo.",1
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .","El Grupo Marubeni se centra en la creación de una “cadena de valor” desde upstream hasta downstream, abarcando una amplia variedad de campos comerciales, incluidos petróleo y gas, metales, recursos minerales, alimentos, pulpa y papel y productos químicos, entre otros.",1
The new B shares carry the right to dividend and other shareholder rights with effect from today .,Las nuevas acciones B otorgan derecho a dividendos y otros derechos como accionista a partir de hoy.,1
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,"El objetivo de la oficina de San Petersburgo es, en primer lugar, impulsar el negocio de mantenimiento de la empresa.",1
The office space will rise above the remodeled Cannon Street underground station .,El espacio de oficinas se elevará sobre la remodelada estación de metro de Cannon Street.,1
"The official opening of the office , located in Prague , will be celebrated on May 20 .","La inauguración oficial de la oficina, ubicada en Praga, se celebrará el 20 de mayo.",1
"The opportunity will be available only for few employees , however .","Sin embargo, la oportunidad estará disponible sólo para unos pocos empleados.",1
"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",El operador es uno de los seis operadores a los que se les ha concedido una licencia WiMAX en Taiwán y espera ser el primero en lanzar servicios comerciales a principios de 2009.,1
The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,"La solución de suministro y alimentación de esquisto bituminoso entregará esquisto bituminoso triturado a la refinería de petróleo de esquisto ya en funcionamiento, así como a la novedosa planta de procesamiento de petróleo de esquisto con tecnología Enefit-280.",1
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .","El pedido incluye un marco de acero, estructuras de techo portantes y elementos de paredes divisorias, y Rautaruukki dijo que espera completar la instalación a principios de mayo del próximo año.",1
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,El oxímetro de pulso Oxyview es un dispositivo común para verificar el nivel de saturación de oxígeno en sangre y la frecuencia del pulso del paciente.,1
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,La planta utilizaría aceite de palma certificado por la Mesa Redonda sobre Aceite de Palma Sostenible (RSPO).,1
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,El precio de la madera en troncos ha mejorado claramente desde 2009 y también ha subido el precio de la madera para pulpa.,2
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,El plegado del borde frontal del producto maximiza la resistencia a la intemperie y permite un acabado de techo sin uniones.,1
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .","El programa incluyó mejoras operativas y reducciones de personal, principalmente en los Países Bajos.",1
The project is expected to be completed in 2009 .,Se espera que el proyecto esté finalizado en 2009.,1
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .","La razón de esto es el estatus de San Petersburgo como capital, dijo Chikunov, citado por uno de los participantes en la reunión.",1
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",El informe continúa proporcionando perfiles detallados de diez empresas líderes europeas de productos químicos especializados y breves perfiles de otros actores importantes.,1
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .","El operador del puerto, sin embargo, está a favor de mantener las tarifas portuarias en 2010, citando al propietario, el gobierno de Estonia, comprometiéndose al puerto a pagar EEK 400 millones (EUR 25,56 millones USD 36,44 millones) en dividendos al estado en 2009 y otros EEK 300 millones en 2010.",1
"The Russian government will contribute 20 % of the necessary funds , he said .","El gobierno ruso aportará el 20% de los fondos necesarios, dijo.",1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","El informe describe 614 empresas, incluidos muchos actores clave y especializados a nivel mundial, como Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company y Van Group, Inc.",1
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.","La venta permitirá a Campofrio centrarse en su recientemente anunciada adquisición de Groupe Smithfield Holdings, la unidad europea de Smithfield Foods Inc. (SFD) de la estadounidense Smithfield.",1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","El informe describe 614 empresas, incluidos muchos actores clave y especializados a nivel mundial, como Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company y Van Group, Inc.",1
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,El servidor es responsable de administrar los dispositivos y las cuentas de usuario y una aplicación cliente de escritorio permite el acceso remoto a los teléfonos móviles.,1
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",El alcance del proyecto es encontrar el método más rentable para la eliminación de fósforo y entregar el equipo de almacenamiento y dosificación que pueda utilizarse en operación continua en las plantas.,1
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,El servicio desarrollado por Digia facilita el trabajo y la dotación de recursos al personal sanitario durante las campañas de vacunación al tiempo que les proporciona herramientas de seguimiento y gestión.,1
The share of the share capital of both above mentioned shareholders remains below 5 % .,La participación en el capital social de los dos accionistas mencionados anteriormente se mantiene por debajo del 5%.,1
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,Las acciones dan derecho a dividendos y otros derechos como accionista desde su registro en el Registro Mercantil de Finlandia.,1
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,El astillero espera que el gobierno regional de Andalucía pueda ofrecerle algún tipo de apoyo financiero.,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .","Las acciones se recomprarán mediante negociación pública, por lo que las acciones se recompran en forma distinta a la proporción de las tenencias de los accionistas.",1
The shopping center will have a prime location right next to the Myllypuro metro station .,El centro comercial tendrá una ubicación privilegiada justo al lado de la estación de metro Myllypuro.,2
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,Las soluciones se utilizarán para actualizar las redes de un MSO ruso en 37 ciudades diferentes de Rusia.,2
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .","La familia de productos StoneGate fue diseñada para brindar todos los beneficios de un sistema de gestión unificado que incluye registro, informes y auditoría compartidos.",1
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .","La filial será responsable de las ventas de filtros, el ensamblaje local de filtros y los servicios posventa en China.",1
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,"La filial está instalando una instalación para fabricar placas de circuitos impresos o PCB de interconexión de alta densidad en la zona económica especial de Nokia en Sriperumbudur, cerca de Chennai.",1
The trade is in accordance with the agreement announced on 26 March 2008 .,El acuerdo se realizará conforme al acuerdo anunciado el 26 de marzo de 2008.,1
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",El número total de acciones de la compañía será de 585.236.987 Grupo Innofactor Innofactor ofrece a sus clientes soluciones integrales en el entorno Microsoft.,1
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,El valor total del proyecto está valorado en 30.000 millones de coronas suecas (2.830 millones de euros y 3.810 millones de dólares estadounidenses).,1
The transaction is expected to be completed next spring .,Se espera que la transacción se complete la próxima primavera.,1
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,Los módulos de capacitación tienen como objetivo fortalecer las habilidades de contabilidad pública y cumplir con la gestión de proyectos comunales.,2
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,"Los camiones cuentan con un sistema Eco Drive, una herramienta de medición de combustible que almacena datos específicos de cada conductor.",1
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,La industria de chapas y contrachapados en Suecia es bastante pequeña a pesar de los recursos de materia prima.,1
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,La escritura y publicación de la historia de Lemmink+ñinen -¦ es una continuación de la colaboración anterior entre Antti Tuuri y la empresa.,1
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .","Están en una carrera con Google para conseguir muchos usuarios para su servicio mientras las redes sociales crean nuevos modelos de negocios, dijo Martin Garner, un analista de CCS Insight con sede en Londres.",1
This beauty is an updated version of her chichi loop shade launched in 2001 .,Esta belleza es una versión actualizada de su tono Chichi Loop lanzado en 2001.,1
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","Estos productos incluyen productos de comunicaciones personales como teléfonos móviles y sus partes, productos de comunicaciones para el hogar como decodificadores y productos electrónicos para televisores de pantalla plana, así como productos de redes de comunicaciones como estaciones base, amplificadores de torre y sistemas de microondas.",1
Through this transaction we are able to participate in developing the industry .,A través de esta transacción podemos participar en el desarrollo de la industria.,2
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .","Para comprobarlos o hacer una oferta estarán en el Showroom de Deka, Fortitude Valley.",1
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .","De este modo, el balance del grupo contará con unos 25,8 millones de euros de fondo de comercio, añadió la compañía.",1
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,El Grupo Ulefos es el proveedor líder de tapas de alcantarilla en los países nórdicos.,1
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,Tracker G400 es un collar GPS para perros de caza que permite monitorear la posición y los movimientos del perro con una aplicación de mapas para teléfonos móviles.,1
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,Uponor ha iniciado acciones para intentar recuperar el coste del programa de sustitución del proveedor de las abrazaderas así como de su compañía de seguros.,1
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,"UPM-Kymmene es uno de los principales productores de papel de impresión del mundo, con producción en 15 países y una red de ventas que abarca más de 170 empresas.",2
Uponor maintains its full-year guidance for 2010 .,Uponor mantiene sus previsiones para todo el año 2010.,1
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .","La capital de Utah quería ser la próxima sede en Estados Unidos de Amer Sports Corp., una empresa de equipamientos de esquí.",1
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,Nos complace invitarlo a unirse a la conferencia telefónica internacional de M-real a las 3:00 p.m. EET.,1
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",""" Le damos una cálida bienvenida a Satama "" , afirmó Jussi Lansio , presidente del consejo de administración .",2
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",Comunicado de bolsa de Vaisala Oyj 26.03.2010 klo 09.00 1 ( 1 ) La Junta General Anual de Vaisala Oyj decidió el 25 de marzo de 2010 aprobar las cuentas anuales de la Compañía para 2009 .,1
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .","Las mejoras incluyen una cámara de cinco megapíxeles, control de voz y lo que parece ser un mouse óptico en lugar de un D-pad: una mejora que el S60 necesita desde hace tiempo.",2
What would you like to see changed on Nokia 's next attempt ?,¿Qué le gustaría que cambiara en el próximo intento de Nokia?,1
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,Veracel está preparando un recurso de apelación sobre el asunto y ha pedido al tribunal que aclare la sentencia.,1
"When completed , the 120-meter Watchtower will be the highest building in Ireland .","Cuando esté terminada, la Torre de Vigilancia de 120 metros será el edificio más alto de Irlanda.",1
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .","Viking pagará 130 millones de euros por el nuevo barco, cuya construcción estará terminada en enero de 2008.",1
You are warmly welcome !,¡Serás bienvenido!,1
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .","Con los servicios de conectividad de Basware, las empresas obtienen visibilidad de un registro de auditoría que se puede rastrear desde el pedido hasta la entrega de las mercancías y la factura.",1
"Tikkurila has an interesting growth strategy , which we support .","Tikkurila tiene una estrategia de crecimiento interesante, que apoyamos.",1
Approval by shareholders of Cencorp in accordance with Finnish law .,Aprobación por parte de los accionistas de Cencorp de conformidad con la legislación finlandesa.,1
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .","Diseñada por Patricia Burt, esta es sólo una de una selección de distintivas alfombras con ganchos creadas con materiales reciclados y teñidos con tintes naturales.",1
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',«La inversión en Matka-Vekka ha sido razonable para los inversores en fondos de CapMan».,1
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,"ASSA ABLOY Kaupthing Bank dio una recomendación ""neutral"" y un precio objetivo de acción de 174 coronas (24,7 dólares - 19 euros) para el fabricante de cerraduras sueco Assa Abloy AB.",1
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .","«Ruukki tiene experiencia en construcción logística, competencia en gestión de proyectos y también tiene las mejores referencias en términos de producción e instalación de estructuras de acero», afirma Onodi Stefan, director general de Arxikon Construction Company SRL, cliente de Ruukki.",2
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .","""Como parte de la promesa comercial de Eseries, el Nokia E50 ha sido equipado con una variedad de soluciones de correo electrónico en un paquete pequeño y estilizado"", dijo Dave Grannan, gerente general de Soluciones Empresariales de Nokia.",1
`` I warmly welcome Michael Frei to Outotec .,«Doy una cálida bienvenida a Michael Frei a Outotec.,2
`` Nokia is just interested in bring Nokia to the market . '',"""Nokia sólo está interesada en llevar a Nokia al mercado"".",1
`` Our aim is to understand different traffic patterns based on the use of each building .,«Nuestro objetivo es comprender los diferentes patrones de tráfico en función del uso de cada edificio».,1
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,«Nuestro enfoque se centra en utilizar únicamente materias primas que se produzcan de acuerdo con los principios del desarrollo sostenible».,1
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,«Nuestro servicio Vaalipalvelu fue desarrollado especialmente para su uso por comunidades y organizaciones».,1
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .","``A medida que maduran las defensas, los atacantes desarrollan troyanos que están equipados con filtros de contenido para detectar la actividad bancaria en línea y capturar detalles de cuentas utilizando métodos como captura de formularios, capturas de pantalla, capturas de video, registro de teclas e inyección de campos de formulario.",1
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',«Rapala está entusiasmado de asociarse con RBFF y otros líderes de la industria en esta promoción navideña».,1
`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,«Las adquisiciones pequeñas y bien dirigidas han jugado un papel importante en la ejecución de la estrategia de Satama en los últimos años».,1
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,""" Las tendencias en redes sociales y servicios basados en la ubicación representan una parte importante del tráfico de Internet hoy en día y resultan atractivas para los usuarios de MID.",1
`` The CHF is a great product .,« El CHF es un gran producto .,2
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .","""La adquisición de Sampo Bank tiene sentido estratégico para DB"", dice Lindsey Liddell, director del Grupo de Instituciones Financieras de Fitch Ratings.",2
`` The flex is a small price to pay for happy lenders . '',"""La flexibilidad es un pequeño precio a pagar por los prestamistas satisfechos"".",1
