id,text,target,target_sentiment,companies_sentiment,consumers_sentiment
996390.0,Economía/OPA.- La CNE debatirá el jueves si admite a Gas Natural como parte interasada en la OPA de E.ON,CNE,neutral,neutral,neutral
1094254.0,Burberry nombra consejero delegado a Marco Gobbetti,Burberry,neutral,neutral,neutral
1132797.0,El PP cuelga el cartel de 'Se Vende' en Génova: esto es lo que puede pedir por la sede,PP,neutral,neutral,neutral
1175511.0,Catalá recibe a la candidatura de Javier Íscar para conocer sus propuestas y reivindicaciones,Catalá,neutral,neutral,neutral
1188646.0,Donald Trump y el Brexit han dejado de ser comparables,Donald Trump,neutral,neutral,neutral
1194355.0,Gimeno dice que los cambios del ICA entrarán en vigor una vez se apruebe por ley,ICA,neutral,neutral,neutral
1269651.0,"Iván Delgado: ""Los inversores tendrán en cuenta si se suben o no los impuestos en España""",inversores,neutral,neutral,neutral
1307861.0,"Los Charts de Hódar: Acciona, CIE Automotive y Telefónica",Hódar,neutral,neutral,neutral
1322421.0,Los inversores se preguntan si la cartera 60/40 tiene futuro,inversores,neutral,neutral,neutral
1442754.0,Financiación Autonómica – III,Financiación Autonómica,neutral,neutral,neutral
1492798.0,Un nuevo lenguaje para las ofertas de empleo,ofertas de empleo,neutral,neutral,neutral
1588619.0,Hacienda y las CCAA analizan el jueves la reforma fiscal y los objetivos de déficit,Hacienda,neutral,neutral,neutral
1608082.0,Las Cortes analizan las previsiones de gasto de Agricultura y Educación para 2015,Cortes,neutral,neutral,neutral
1670490.0,Los factores que sí se valorarán en el futuro para conseguir un empleo,empleo,positive,neutral,neutral
1704448.0,"La importancia económica de Brasil para Extremadura, a debate en los cursos de verano de la UEX",Brasil,positive,neutral,neutral
1709829.0,La CAF celebra su conferencia anual en Washington,CAF,neutral,neutral,neutral
1715212.0,Así será la fiscalidad de la automoción,fiscalidad de la automoción,neutral,neutral,neutral
1715663.0,Análisis técnico de los 10.000 del Ibex,10.000 del Ibex,neutral,neutral,neutral
1721521.0,"Mercedes GLA, desde 31.150 euros",Mercedes GLA,neutral,neutral,neutral
1723898.0,Zapatos de lujo con nombre de diva italiana,Zapatos de lujo,neutral,neutral,neutral
1828193.0,El Nikkei cierra plano,Nikkei,negative,negative,neutral
1848267.0,El debate pendiente sobre los ayuntamientos,ayuntamientos,neutral,neutral,neutral
1868103.0,"Los valores de Hódar: Banco Santander, Repsol YPF, Red Eléctrica, BBVA",Hódar,neutral,neutral,neutral
1874730.0,"Los valores de Hódar: Abengoa, OHL, Tubos Reunidos, Tubacex",Hódar,neutral,neutral,neutral
2022605.0,"Emmanuel Macron: inspector fiscal, banquero y nuevo presidente de Francia",Emmanuel Macron,positive,neutral,neutral
2022628.0,Hummer pasará a manos Chinas,Hummer,neutral,neutral,neutral
840492.0,Trabajo ha impuesto sanciones por más de 1.530 millones desde la entrada en vigor del control horario,Trabajo,positive,positive,negative
1025455.0,El presidente de la OPEP dice que el petróleo está demasiado caro,petróleo,positive,negative,negative
1530198.0,El Banco de España cree que la reforma de pensiones no basta para cubrir costes,Banco de España,negative,negative,negative
1770905.0,Hacienda se embolsará 370 euros más por contribuyente en el IRPF gracias a la inflación,Hacienda,positive,negative,negative
1903575.0,El FMI urge a Italia y España a pedir el rescate para detener la crisis de deuda,FMI,neutral,negative,negative
3430054.0,Una tractorada en Córdoba abre las protestas contra la PAC y la subida de costes,PAC,negative,negative,negative
4258657.0,El petróleo avista los 82 dólares: la demanda gana a la normalidad en Kazajistán y Libia,petróleo,positive,negative,negative
362691.0,MásMóvil lidera el crecimiento de móviles en septiembre con 42.000 líneas,MásMóvil,positive,negative,neutral
376117.0,Realia crea una filial patrimonial para entrar en el negocio de alquiler de vivienda,Realia,positive,negative,neutral
527808.0,Central sindical argentina llama a una huelga general el 29 de mayo,Central sindical argentina,positive,negative,negative
536435.0,"Santander y Unicaja, los bancos favoritos de Goldman Sachs para ganar en bolsa",Santander,positive,negative,neutral
587307.0,Iberdrola se adjudica el mayor número de lotes en subasta solar de Portugal,Iberdrola,positive,negative,neutral
702301.0,EE.UU. aumenta del 10 % al 15 % los aranceles contra Airbus,EE.UU,positive,negative,neutral
712043.0,Cofares rompe su techo histórico de facturación y aumenta su cuota de mercado,Cofares,positive,negative,neutral
759555.0,Elon Musk agota sus pantalones cortos de Tesla en cinco minutos,Elon Musk,positive,negative,positive
994052.0,La economía china ya acecha el podio de las potencias mundiales,economía china,positive,negative,negative
1007696.0,Bundesbank: economía alemana se aprovechará de coyuntura global,Bundesbank,positive,negative,negative
1071094.0,"Las ventas de las grandes empresas crecieron un 4,9%",grandes empresas,positive,negative,neutral
1077388.0,Los clientes de las franquicias prefieren Facebook a Twitter,Facebook,positive,negative,neutral
1109403.0,Enagás cierra la compra de otro 20% de GNL Quintero en Chile por 178 millones de euros,Enagás,positive,negative,neutral
1490860.0,AT&T adquiere Nextel México por 1.875 millones de dólares,AT&T,positive,negative,neutral
1590119.0,Telefónica cierra la compra del 22% de Canal+ a Mediaset,Telefónica,positive,negative,neutral
1700745.0,"Minoritarios de Bankia reclamarán responsabilidad patrimonial al Banco de España, Economía y la CNMV",Minoritarios de Bankia,positive,negative,positive
1721225.0,Privalia realiza el 25 % de todas las ventas de moda online en España,Privalia,positive,negative,neutral
1825751.0,La banca española se rebela contra Moody’s,banca española,positive,positive,neutral
3127535.0,La Inspección de Trabajo ya sanciona a pymes por el control horario,Inspección de Trabajo,positive,negative,neutral
3147079.0,Dancausa admite que las sinergias de Línea Directa con Bankinter “son mínimas”,Línea Directa,negative,neutral,neutral
3183022.0,El gigante chino del petróleo Sinopec se lanza a la carrera por liderar el hidrógeno,Sinopec,positive,negative,neutral
3189808.0,Las ‘boutiques’ plantan cara a los grandes bancos en el ranking de rentabilidad,‘boutiques’,positive,negative,neutral
3404685.0,"El grupo chino Shandong Ruyi Group negocia la compra de Sandro, Maje y Claudie Pierlot",Shandong Ruyi Group,positive,negative,neutral
3748725.0,BlackRock desbanca a BBVA del podio de la gestión de fondos en España,BlackRock,positive,negative,neutral
3763079.0,Así enfrentará Home Depot a sus rivales (incluido Ikea) en cualquier piso de ventas,Home Depot,positive,negative,neutral
3792368.0,Los gigantes desafían a los negacionistas de las 'cripto' a golpe de talonario,gigantes,positive,negative,neutral
4252399.0,La nueva promesa de Volkswagen para finales de 2021 es una declaración de guerra a Tesla,Volkswagen,positive,negative,neutral
4411701.0,Globalia mete miedo a sus rivales en el segmento de viajes para empresas,Globalia,positive,negative,neutral
4661366.0,"Los Xiaomi Mi 11 Ultra y Mi 11i llegan a España para batirse en duelo con lo mejor del mercado: buena cámara, diseño y procesador",Xiaomi Mi 11 Ultra,positive,negative,neutral
4841304.0,CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia,CaixaBank,positive,negative,neutral
5040657.0,CaixaBank cierra 2021 como el grupo líder en gestión de fondos,CaixaBank,positive,negative,neutral
5072574.0,PwC deja como mentirosos a Torres y el BBVA respecto al 'forensic' sobre Villarejo,PwC,positive,negative,neutral
6021995.0,Mango destroza a la competencia con este vestido cruzado estampado,Mango,positive,negative,neutral
6061918.0,Masaveu aprovecha las caídas por Ucrania para comprar más acciones de Línea Directa y Bankinter,Masaveu,positive,negative,neutral
6197904.0,Abanca se hace con Bankoa,Abanca,positive,negative,neutral
6198834.0,Broadcom quiere a Qualcomm y lanza la mayor oferta por una tecnológica,Broadcom,positive,negative,neutral
246749.0,Francia estrena el derecho a la 'desconexión' laboral,Francia,positive,negative,positive
316865.0,La compra de coches se traslada del concesionario al Whatsapp,compra de coches,positive,negative,positive
600470.0,AliExpress abrirá su primera tienda en España y lo celebrará con descuentos y sorteos,AliExpress,positive,negative,positive
678857.0,Citigroup planea contratar unos 2.500 programadores para ser más competitivo,Citigroup,positive,negative,positive
692279.0,Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020,salario mínimo,positive,negative,positive
762929.0,Supremo alemán reconoce derecho a indemnización por Volkswagen manipulado,derecho a indemnización,positive,negative,positive
1040192.0,Cómo convertir un pequeño negocio en una tienda online para competir contra Amazon,pequeño negocio,positive,negative,neutral
1157108.0,Lidl se estrena como inquilino de un centro comercial,Lidl,positive,negative,positive
1704347.0,Catalunya Banc y Novagalicia Banco baten a Bankia en ayudas públicas,Catalunya Banc,positive,negative,positive
1820640.0,El Puente Aéreo de Iberia desactiva al AVE,Puente Aéreo de Iberia,positive,negative,neutral
3039042.0,Yolanda Díaz quiere obligar a las empresas a llevar un censo de los trabajadores fijos-discontinuos,Yolanda Díaz,positive,negative,neutral
3076645.0,Bankia fastidia el negocio a los abogados oportunistas,Bankia,positive,negative,neutral
3152514.0,El Gobierno revisará los sueldos de los directivos de empresas públicas,Gobierno,positive,negative,positive
3224193.0,"El coste de la hora trabajada sube un 2,9% en el cuarto trimestre",hora trabajada,positive,negative,positive
3280627.0,Los sindicatos europeos quieren que Ryanair no sea Ryanair,sindicatos europeos,positive,neutral,neutral
3541294.0,Cómo un BMW ayudó a descubrir el fraude de Volkswagen,un BMW,positive,negative,positive
3988731.0,Este es el servicio que Carrefour ofrece a sus clientes y que la competencia debería imitar ,Carrefour,positive,negative,positive
4247915.0,Bruselas insiste en reivindicar la 'tasa Google',Bruselas,positive,negative,neutral
4666726.0,Samsung tiene unos auriculares inalámbricos llamados Galaxy Buds de 149 euros para competir con los AirPods de Apple: estas son las principales diferencias,Samsung,positive,negative,positive
4979663.0,"La cartera de cuero de Lidl por 12,99 euros que se agota en horas",Lidl,positive,negative,positive
5554581.0,Airbnb resiste al Covid y niveles de reservas casi igualan a los registrados en prepandemia,Airbnb,positive,negative,positive
5987113.0,"Estos auriculares de Xiaomi arrasan por su bajo precio, y tienen poco que envidiar a otros mucho más caros",auriculares de Xiaomi,positive,negative,positive
50736.0,Brasil calcula que recibirá 20.000 millones de dólares por la privatización de Eletrobras,Brasil,positive,neutral,neutral
186251.0,Así puede obligarte tu banco a pagar comisiones: puede pasar en esos casos,tu banco,positive,neutral,negative
237643.0,Unicaja ofrece prejubilaciones a los 57 años en su ERE,Unicaja,positive,neutral,neutral
265649.0,Bankia asume otro ajuste de red y plantilla al absorber BMN,Bankia,positive,negative,neutral
298352.0,"El precio de la vivienda sube el 6,2% en 2017, el mayor avance en diez años",precio de la vivienda,positive,neutral,negative
321972.0,Los VTC hacen campaña a dos días del decreto del Gobierno,VTC,positive,neutral,neutral
388945.0,Las quejas a la banca por cuentas y tarjetas superan a las de las hipotecas,la banca,negative,neutral,negative
518213.0,Acuerdan 38 prejubilaciones en dos empresas de Lladró y siguen negociaciones,dos empresas de Lladró,positive,neutral,neutral
39702.0,"Openbank, nuevo patrocinador oficial del Mutua Madrid Open",Openbank,positive,neutral,neutral
46962.0,"BBVA, primer banco español en sumarse a la Alianza para la Contabilidad del Carbono",BBVA,positive,neutral,neutral
47434.0,La hora del ‘Green Recovery’ y la digitalización,‘Green Recovery’,positive,neutral,neutral
50431.0,El lobby europeo del capital riesgo tiene nueva presidenta para afrontar un periodo clave,lobby europeo del capital riesgo,positive,neutral,neutral
50654.0,Primafrio aplaza su salida a Bolsa,Primafrio,negative,positive,neutral
54038.0,"Santander: ""Estamos atentos a oportunidades inorgánicas en EEUU""",Santander,positive,neutral,neutral
55404.0,Gay de Liébana: la voz de la economía,Gay de Liébana,positive,neutral,neutral
56728.0,Bankinter: hay vida sin Línea Directa,Bankinter,positive,neutral,neutral
57067.0,Santander planta cara a los gigantes de Wall Street,Santander,positive,negative,neutral
65312.0,"Fitch, Moody's y S&P otorgan grado de inversión a Cepsa",Fitch,positive,negative,neutral
65554.0,"Frinsa, proveedor de atún de Lidl o Carrefour, facturó un récord de 588 millones en 2020",Frinsa,positive,neutral,neutral
69885.0,Guindos aprecia factores estructurales en la subida de la inflación,Guindos,positive,neutral,negative
75672.0,Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA,Banco Santander,positive,negative,neutral
78318.0,Sabadell coloca 750 millones de euros en ‘cocos’ al 5%,Sabadell,positive,negative,neutral
83601.0,TAG Heuer se sube a los esquís,TAG Heuer,positive,neutral,neutral
89440.0,Glencore vende un 40% de su negocio agrícola a un fondo canadiense,Glencore,positive,neutral,neutral
89633.0,"Pikolin, único finalista español al premio a la Excelencia Logística",Pikolin,positive,negative,neutral
95626.0,Grup Peralada compra el edificio de Versace en el Passeig de Gràcia,Grup Peralada,positive,neutral,neutral
102304.0,"Santander ganó 2.911 millones de euros, un 32% menos, y supera previsiones",Santander,positive,negative,neutral
104510.0,Dogi convoca junta extraordinaria para ratificar la compra de Treiss,Dogi,positive,neutral,neutral
104674.0,Las unit economics como base del modelo de negocio,unit economics,positive,neutral,neutral
111632.0,Avinatur sitúa su planta de Granada a la cabeza del sector,Avinatur,positive,negative,neutral
114615.0,La apuesta de la NFL por la globalización,NFL,positive,neutral,neutral
117947.0,"Banco Sabadell supera las previsiones y eleva su beneficio un 11,6% hasta septiembre",Banco Sabadell,positive,negative,neutral
120821.0,AQR desembarca en BBVA y ya es el mayor azote bajista de la banca,AQR,positive,neutral,neutral
121398.0,Destinia cierra el 'Black Friday' con una subida del 34% en su facturación,Destinia,positive,negative,neutral
122158.0,El grifo de cerveza se vuelve digital,grifo de cerveza,positive,neutral,neutral
125374.0,Grocasa Hipotecas consolida su crecimiento en 2021,Grocasa Hipotecas,positive,negative,neutral
131558.0,Abe pide cifras de inversión en EEUU para Trump,Abe,neutral,neutral,neutral
133061.0,Un vicepresidente de Santander presidirá Lloyds of London,vicepresidente de Santander,positive,neutral,neutral
136676.0,"El Chart de Hódar: Liberbank, a la cabeza del sector",Liberbank,positive,negative,neutral
137233.0,Moneycorp crece en España con las miras puestas en América Latina,Moneycorp,positive,neutral,neutral
138373.0,Algora inicia una campaña para que el nuevo Seat lleve su nombre,Algora,positive,neutral,neutral
141444.0,Empark se adjudica su primer contrato en Francia,Empark,positive,neutral,neutral
145730.0,El FMI insta a China a acelerar las reformas para consolidar su crecimiento,FMI,positive,neutral,neutral
148775.0,Los áticos y dúplex de obra nueva más lujosos del centro de Madrid,áticos y dúplex de obra nueva,positive,neutral,neutral
149728.0,Las islas lideran la subida de precios en el primer semestre,islas,positive,neutral,neutral
151459.0,Boeing sube en bolsa después de volver a la senda de los beneficios tras dos años,Boeing,positive,neutral,neutral
152485.0,"Regal Lion, el tapón joya para vinos y licores que cuesta 21.000 euros",Regal Lion,positive,neutral,negative
153588.0,Value investing en la asignación de carteras de los fondos de fondos,Value investing,positive,neutral,neutral
154530.0,El BCE ultima el cambio regulatorio que evitará un nuevo 'caso Popular',BCE,positive,neutral,neutral
159592.0,El fondo Lone Star cierra la compra de Novo Banco,fondo Lone Star,positive,neutral,neutral
161210.0,Ávoris compra a Globalia la marca Latitudes,Ávoris,positive,neutral,neutral
162807.0,"Solaria ganó 5,6 millones de euros hasta septiembre, casi el doble",Solaria,positive,neutral,neutral
162883.0,"Vodafone, una vieja estrella de rock",Vodafone,positive,neutral,neutral
166773.0,El Gobierno destaca el ejemplo de reconversión de Chocolates Trapa,Chocolates Trapa,positive,neutral,neutral
166788.0,"Allen & Overy y Herbert, las marcas más valoradas de Europa",Allen & Overy,positive,neutral,positive
170208.0,Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu,Aragón,positive,neutral,neutral
173857.0,Aena estudia mejorar el dividendo para aplacar las exigencias de TCI,Aena,positive,neutral,neutral
260439.0,"Inditex, Mercadona y Santander, las empresas con mejor reputación corporativa en España",Inditex,positive,neutral,neutral
270332.0,Bankia defiende que el folleto de salida a Bolsa era un reflejo fiel y exhaustivo de su patrimonio,Bankia,positive,neutral,neutral
272748.0,Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2.300 millones,Ferrero,positive,negative,neutral
274952.0,Telefónica consolida su racha alcista y alcanza máximos de dos meses,Telefónica,positive,neutral,neutral
277649.0,Airbnb ficha a un directivo de Amazon como director financiero global,Airbnb,positive,neutral,neutral
278085.0,El Supremo avala anular las 35 horas semanales para los funcionarios vascos,funcionarios vascos,positive,neutral,neutral
285776.0,"BBVA, líder mundial en banca móvil por tercer año consecutivo",BBVA,positive,negative,neutral
288513.0,"Valores a seguir jueves día 1: Biosearch, Sniace, Atresmedia, Iberdrola",Valores a seguir,positive,neutral,neutral
290385.0,Mercedes paraliza la separación de negocios que abría un 'agujero' fiscal de 200 millones en Álava,Mercedes,positive,neutral,neutral
295507.0,Sabadell negocia la venta de carteras inmobiliarias valoradas en 3.300 millones,Sabadell,positive,neutral,neutral
295996.0,El banco central de China sube los tipos interbancarios tras el alza de la Fed,banco central de China,positive,negative,negative
304944.0,Reale Seguros logra un resultado récord de 57 millones de euros,Reale Seguros,positive,negative,neutral
316320.0,Deloitte prevé más compras en el azulejo pese a la ralentización,Deloitte,positive,neutral,neutral
318021.0,Liberbank fija nuevos objetivos de reducción de activos tóxicos en dos años,Liberbank,positive,positive,neutral
327742.0,MásMóvil completa el segundo proceso de refinanciación del crédito senior sindicado por 831 millones,MásMóvil,positive,neutral,neutral
335429.0,Desconvocadas las huelgas del 10 y 13 de enero en Ryanair,Ryanair,neutral,neutral,positive
339403.0,El Gobierno británico vuelve a pedir apoyo a su pacto de Brexit sin haber obtenido concesiones de la UE,Gobierno británico,positive,neutral,neutral
349116.0,Data Officers o cómo gobernar el complejo universo de los datos,Data Officers,positive,neutral,neutral
353915.0,Una empresa pegada a la innovación,Una empresa,positive,neutral,neutral
363217.0,Airbus reclama lanzar nuevos programas europeos para seguir creciendo,Airbus,positive,neutral,neutral
373824.0,AENA trabaja con el fondo First State para pujar por el aeropuerto de Sofía,AENA,positive,neutral,neutral
384175.0,Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre,Técnicas Reunidas,positive,negative,neutral
390260.0,"El CEO de Airbus, sobre la crisis de Boeing: ""Los muy sabios aprenden de los errores de los demás""",CEO de Airbus,neutral,neutral,neutral
48007.0,Claves para ahorrar impuestos al cobrar el seguro de vida,Claves para ahorrar impuestos,positive,neutral,positive
50518.0,Openbank abarata la hipoteca fija a los clientes más diligentes,Openbank,positive,neutral,positive
51851.0,El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración,Tribunal Supremo,neutral,neutral,positive
52148.0,Repsol sale al mercado para captar 1.250 millones en deuda sostenible,Repsol,positive,neutral,positive
55520.0,El 'efecto Amazon' fija la pauta para el salario mínimo en EEUU,efecto Amazon,positive,neutral,positive
63211.0,"El IPC escala al 3,3% y elevará la factura de las pensiones en más de 3.200 millones",IPC,positive,negative,negative
65574.0,El proyecto energético del Gobierno sale victorioso de su reválida en el Congreso,proyecto energético del Gobierno,positive,neutral,positive
96630.0,Los hogares aragoneses podrían ahorrar 158 millones al año en la factura energética,hogares aragoneses,positive,neutral,positive
96850.0,Renault Pasion Tour: un evento pensado para toda la familia,Renault Pasion Tour,positive,neutral,positive
101623.0,Las CCAA y los sindicatos exigen ‘seguridad jurídica’ en la reforma para los interinos,CCAA,positive,neutral,positive
103372.0,Volkswagen introducirá el filtro de partículas en los motores de gasolina a partir de 2017,Volkswagen,positive,neutral,positive
112377.0,Pérez Baquero abrirá un hotel de 5 estrellas junto a Plaça Catalunya,Pérez Baquero,positive,neutral,positive
114260.0,"Nike HyperAdapt 1.0, las zapatillas que se atan solas",Nike HyperAdapt 1.0,positive,neutral,positive
120717.0,El AVE llegará a Murcia a finales de 2017,AVE,positive,neutral,positive
121566.0,"Segway lanza Ninebot Mini, su último y divertidísimo monopatín eléctrico",Ninebot Mini,positive,neutral,positive
122954.0,"Gibraltar pide un ""acuerdo diferenciado"" con la UE tras el Brexit",Gibraltar,positive,neutral,positive
122976.0,Barcelona premiará con tres años de transporte público gratuito a los que se deshagan de sus coches contaminantes,Barcelona,positive,neutral,positive
124461.0,"El Sorteo de Navidad deja 1,46 millones en la provincia de Badajoz",Sorteo de Navidad,positive,neutral,positive
139518.0,Aragón Plataforma Logística estrena web con un buscador único de parcelas,Aragón Plataforma Logística,positive,neutral,positive
145746.0,Primark abre la tienda más grande de Cataluña en Tarragona,Primark,positive,negative,positive
149719.0,Diez planes de pensiones con rentabilidades superiores al 30%,planes de pensiones,positive,neutral,positive
164304.0,Fomento tendrá licitadas las obras de los seis tramos del Corredor Murcia-Almería antes de junio de 2018,Fomento,positive,neutral,positive
168205.0,El Gobierno de Aragón resuelve casi mil becas para universitarios aragoneses,Gobierno de Aragón,positive,neutral,positive
170292.0,Inditex es optimista ante el cierre de su ejercicio,Inditex,positive,negative,positive
172692.0,El Consejo de Ministros aprobará este mes la Obligación de Servicio Público,Consejo de Ministros,positive,neutral,positive
209799.0,Amazon duplicará plantilla en España con la creación de 1.600 empleos en 2018,Amazon,positive,negative,positive
213098.0,Citroën lanza unas gafas antimareo para facilitar la operación salida y los viajes en coche,Citroën,positive,neutral,positive
223778.0,"Aena registró 42,7 millones de pasajeros hasta marzo, un 14,4% más",Aena,positive,neutral,positive
224589.0,Hacienda investiga otra lista de españoles con 6.600 millones en cuentas suizas,Hacienda,positive,neutral,positive
237299.0,Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno,ayudas a los hogares vulnerables,positive,neutral,positive
247438.0,El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses,acuerdo extrajudicial,positive,neutral,positive
252835.0,"Los desahucios, en el nivel más bajo desde 2014, tras caer un 6,4% el año pasado",desahucios,negative,neutral,positive
262661.0,Mercadona contrata a 7.000 personas para el verano,Mercadona,positive,negative,positive
275562.0,La movilidad sostenible al alcance de todos,movilidad sostenible,positive,neutral,positive
299513.0,La afiliación de extranjeros logra su mejor febrero en una década,afiliación de extranjeros,positive,neutral,positive
310828.0,El Ayuntamiento abre el plazo para solicitar las ayudas económicas al deporte escolar,Ayuntamiento,positive,neutral,positive
313437.0,“La tecnología no puede perder de vista a las personas”,tecnología,neutral,neutral,positive
319666.0,Lidl eliminará las bolsas de plástico de todas sus tiendas en España,Lidl,positive,neutral,neutral
319667.0,Inveravante (Manuel Jove) y BBVA levantan viviendas de lujo en el centro de Madrid,Inveravante,positive,neutral,positive
324248.0,"No olviden seguir usando sus vales guardería, la DGT confirma su compatibilidad con la nueva deducción por gastos de guardería",vales guardería,positive,neutral,positive
325089.0,Famosa celebra 50 años de Nancy con una edición limitada de 10.000 unidades,Famosa,positive,neutral,positive
334478.0,El BOE publica una resolución que flexibiliza la jornada de los empleados públicos,BOE,positive,neutral,positive
339415.0,Habitat suma ya suelo para levantar 10.000 viviendas,Habitat,positive,neutral,positive
348810.0,Sacyr construirá la primera fase del Plan de Riego de Adelaida del Norte,Sacyr,positive,neutral,positive
357408.0,Bankia prevé terminar el ERE el próximo 30 de noviembre,Bankia,positive,neutral,positive
360301.0,Santander abrirá desde este lunes 500 oficinas por la tarde,Santander,positive,neutral,positive
363017.0,"El Corte Inglés gana un 2,4% más con un récord de ventas en cinco años",Corte Inglés,positive,negative,neutral
363454.0,El South Summit alza la voz y reclama más apoyo público a la innovación,South Summit,positive,neutral,neutral
370907.0,Polonia aprueba un impuesto para la banca para financiar políticas sociales,Polonia,positive,neutral,positive
371538.0,La expedición de DNI y pasaportes generó 118 millones de euros en ingresos en 2018,expedición de DNI y pasaportes,positive,neutral,negative
373921.0,Iberdrola apuesta por la eólica marina y las subastas para duplicar su cartera 'verde' en EEUU,Iberdrola,positive,neutral,positive
416974.0,Las gasolineras automáticas permiten ahorrar más de 320 euros al año a los consumidores,gasolineras automáticas,positive,neutral,positive
428061.0,Los bancos abren otra era de viviendas baratas,bancos,positive,neutral,positive
435379.0,"Telefónica prorroga el plan de bajas y subirá los sueldos un 1,5% en 2018",Telefónica,positive,negative,positive
444093.0,Iberdrola lanza un bono híbrido verde de al menos 500 millones,Iberdrola,positive,negative,positive
452991.0,El Consejo de Europa constata mejoras en Andorra contra el blanqueo,Consejo de Europa,positive,neutral,positive
459053.0,III Foro Reciclaje y Economía Circular. Fotografías de grupo,Foro Reciclaje y Economía Circular,neutral,neutral,neutral
467547.0,Toyota y Carmera se alían para elaborar mapas en alta definición,Toyota,positive,neutral,positive
472071.0,UGT se opondrá a cualquier cambio que afecte a los prejubilados de Izar,UGT,positive,neutral,neutral
479823.0,Iberdrola inicia este lunes su gran planta fotovoltaica en Usagre (Badajoz),Iberdrola,positive,neutral,positive
480213.0,"China, un dragón asiático que despega",China,positive,neutral,neutral
487534.0,Huawei lo apuesta todo a la fotografía con sus nuevos smartphones,Huawei,positive,neutral,positive
495431.0,"Siemens Gamesa lanza una nueva plataforma eólica terrestre de 5,8 MW",Siemens Gamesa,positive,neutral,positive
506247.0,Fitch mantiene el rating de Adif-AV tras una nueva emisión de bonos,Fitch,positive,neutral,positive
509892.0,Audi RS6 Avant: la berlina familiar más deportiva de Audi se renueva,Audi RS6 Avant,positive,neutral,positive
512982.0,Tokio 2020: Toyota desarrollará vehículos específicos para los Juegos Olímpicos y Paralímpicos,Toyota,positive,neutral,positive
516522.0,Los españoles conservan pesetas por valor de 1.624 millones de euros,españoles,neutral,neutral,neutral
522930.0,CaixaBank reduce a 6.950 las salidas del ERE para alcanzar un acuerdo,CaixaBank,positive,neutral,neutral
524984.0,"Montoro anuncia que emprenderá, en plena crisis catalana, la mejora de la financiación autonómica",Montoro,positive,neutral,positive
529100.0,"Socio mayoritario de Carige está dispuesto a ""apoyar una solución de mercado""",Socio mayoritario de Carige,positive,neutral,positive
532834.0,Italiana Enel abre parque eólico de 150 millones dólares en México,Italiana Enel,positive,negative,positive
534343.0,"Sony eleva su apuesta por los juegos, la música y el cine en ""streaming""",Sony,positive,neutral,positive
1157749.0,"Los ""ricos"" merecen menos impuestos que los pobres","""ricos""",positive,negative,negative
6212288.0,Gas natural y energéticos al alza: Conflicto en Ucrania presiona los precios,Gas natural,positive,negative,negative
267682.0,Los hogares aumentaron sus compras un 180% esta semana ante el repunte del coronavirus,hogares,positive,positive,negative
260080.0,El sector 'fintech' se alía con el ahorro,sector 'fintech',positive,positive,neutral
280382.0,Empresarios asturianos piden acuerdo que garantice futuro de Duro Felguera,Empresarios asturianos,positive,neutral,neutral
286888.0,El Black Friday salva la venta de coches en Euskadi,Black Friday,positive,positive,neutral
289308.0,"Dava Newman: ""Amazon será un actor importante en la comercialización del espacio""",Amazon,positive,neutral,neutral
292589.0,La CEOE pide un pacto de estado para impulsar la industria,CEOE,positive,positive,neutral
329999.0,"Santander abonará el próximo 1 de agosto un dividendo de 0,065 euros con cargo a 2018",Santander,positive,neutral,neutral
365717.0,Iberdrola reconoce a la vasca Ingeteam su compromiso por la internacionalización,Iberdrola,positive,neutral,neutral
394046.0,El programa militar FCAS garantiza el crecimiento futuro de la empresa vasca ITP,programa militar FCAS,positive,neutral,neutral
426832.0,Ford «contrata» a los inquietantes perros robot de Boston Dynamic,Ford,positive,neutral,neutral
532013.0,El comité de Tubacex se abre ahora a negociar con la empresa sin condiciones,comité de Tubacex,positive,neutral,neutral
533070.0,Ana Botín sobre DIA: Hemos tratado de llegar a un acuerdo bueno para todos,Ana Botín,positive,neutral,neutral
616023.0,Wall Street remonta las pérdidas iniciales a la espera de la Fed,Wall Street,positive,positive,neutral
659354.0,"Los intangibles absorben el 35% de la inversión en España, a la cola de la UE",intangibles,positive,neutral,neutral
684796.0,"Amazon, Microsoft, Adidas... la lista de la compra de Capital Group para 2020","Amazon, Microsoft, Adidas",neutral,neutral,neutral
697340.0,Opel prevé invertir 2.000 millones de euros en una nueva fábrica de baterías,Opel,positive,positive,positive
711994.0,Aprovisionamiento masivo de material sanitario en las empresas ante las dudas sobre la desescalada,Aprovisionamiento masivo,negative,negative,neutral
732873.0,Macy’s se apunta al auge del deporte y firma un acuerdo con Fanatics para su tienda online,Macy’s,positive,positive,positive
756033.0,Fitch cree que el préstamo para comprar MásMóvil refleja el interés del mercado,Fitch,neutral,neutral,neutral
